id,category_bn,comment_bn,stage_bn,response_bn,class,topic_key
45269,ফোবিয়া,ভিড় বাসে দাঁড়িয়ে দেখামাত্র শরীর টাইট হয়ে যায় খোলা মাঠে একা থাকলে অস্বস্তি—সাথে গলায় আটকে যায়—দু-এক ঘণ্টা মন খারাপ থাকে—ফলে পরিবারের সাথে বাইরে যাওয়া কমে গেছে—ভিড় দেখলেই ফিরে আসি।,তীব্র,"ভিড়ে আটকে পড়ার ভয় হলে নিরাপদভাবে পাশের খোলা জায়গায় সরে যান, শ্বাস ধীর করুন; নিয়ন্ত্রণে না এলে সহায়তা নিন।",Fobia,
50150,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ভিডিও কলে ক্যামেরা অন করলে কয়েক সেকেন্ডে বেড়ে যায় কথা শুরু করতে পারি না—মাথায় আসে গলা কাঁপবে। এই সময় শ্বাস ছোট হয়ে আসে। ইভেন্ট শেষ না হওয়া পর্যন্ত থাকে। ফলে আলোচনায় অংশ নিতে পারি না। মোবাইল চেক করি।,মাঝারি,নিজের পরিচয় ২ লাইনে বলার অনুশীলন করুন।,Social_anxiety,
83797,ওসিডি (Obsessive–Compulsive Disorder),কাজ শুরু করার ঠিক আগে সমান না হলে অস্বস্তি ছড়িয়ে পড়ে হাত যথেষ্ট পরিষ্কার হলো কিনা সন্দেহ—ফলে কয়েকবার হাত ধুই—এই সময় বুক ধড়ফড় করে—সারাদিনে বারবার ফিরে আসে—ফলে অফিসে মন বসে না।,হালকা,স্যানিটাইজার/সাবানের ব্যবহার নির্দিষ্ট সীমায় রাখুন।,OCD,
25822,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),ক্যাফেতে বসে থাকলে কয়েক মিনিটে প্রবল হয় বয়স/স্ট্যাটাসের ব্যবধান—তাই গোপনে ইঙ্গিত দেয়—এই সময় হাত কাঁপে—দু-এক ঘণ্টা ঘোরে—ফলে পরিবারের সাথে কথা কমে—তার পথে যাওয়া এড়িয়ে চলি।,তীব্র,ঘটনার লগ রাখুন; বড় সিদ্ধান্ত পরে নিন।,Delusional_love,barriers_status
48838,বাইপোলার,"শরীর-মন তাল রাখতে পারে না দীর্ঘ সময় নীরবে বসে থাকলে টের পাই, এরপর কয়েক ঘণ্টা পর্যন্ত থাকে; এতে কাজে মন রাখতে পারি না।",হালকা,দৈনন্দিন পরিকল্পনা ছোট ধাপে ভাঙলে ভারসাম্য রাখা সহজ হয়।,Bipolar,
9501,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),বিকেলে ছাদে দাঁড়ালে কারণ ছাড়াই মাথায় আসে ক্লাসে প্রশ্ন করলে মনে হয় আলাদা খেয়াল—এই সময় বুক ভারী লাগে—দু-এক ঘণ্টা ঘোরে—ফলে রুটিন এলোমেলো—তার পথে যাওয়া এড়িয়ে চলি।,মাঝারি,অল্টারনেটিভ ব্যাখ্যা লিখুন ও সাপোর্টেড রিয়ালিটি-টেস্টিং করুন।,Delusional_love,colleague_teacher_boss
11633,প্যানিক অ্যাটাক,মনে হয় শরীর থেমে যাবে ভিড় বাসে উঠলেই লক্ষ্য করি—পরে কিছুক্ষণ স্থায়ী হয়।,তীব্র,"বারবার মনে হলে সব শেষ হয়ে যাবে, অবিলম্বে পেশাদার সাহায্য নেওয়া উচিত।",Panic_attack,
63381,সোমাটিক সিম্পটম ডিসঅর্ডার,"দিনের মধ্যে কয়েকবার হয় গাড়িতে বসে থাকতে থাকতে দৈনন্দিন কাজ সামলাতে কষ্ট হয় অনুভব করি—সাধারণত দু-এক ঘণ্টা স্থায়ী হয়, তাই হাঁটাহাঁটি করাও কঠিন লাগে।",তীব্র,কাজকর্ম ব্যাহত হলে নিরাপত্তা আগে—প্রয়োজনে বিশ্রাম নিন এবং সহায়তা নিন; দ্রুত চিকিৎসা পরামর্শ নিন।,Somatic_symptom,
98808,ইটিং ডিসঅর্ডার (Eating Disorders),আয়নায় নিজেকে দেখলে থাকলে ‘বিশুদ্ধ’ না হলে খাবো না বাড়ে এবং খাওয়ার পর শরীরে পরিবর্তন হবে বলে ভয় ঘুরতে থাকে; সাথে বুক ভারী লাগে; ধীরে ধীরে কমে; শেষ পর্যন্ত পড়াশোনা থেমে যায়; তখন খাবারের লেবেল/উপাদান ঘন্টার পর ঘন্টা দেখি।,হালকা,নিজের সাথে দয়ালু ভাষা ব্যবহার করুন।,Eating_disorder,
97570,প্যানিক অ্যাটাক,চট করে অনুভব করি বাজারে গিয়ে ঘুম ভেঙে যায়; সাধারণত প্রায় ১০ মিনিট থাকে।,হালকা,শোবার আগে ভারী খাবার এড়িয়ে চলুন এবং শান্ত পরিবেশ তৈরি করুন।,Panic_attack,
96124,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),ঘরে সবাই ঘুমালে শিশু কাঁদলেই শরীর টানটান হয়ে যায় অপ্রত্যাশিত খারাপ চিন্তা মাথায় ঢুকে পড়ে—এই সময় চরম ক্লান্ত লাগে; রাতে ঘুম ব্যাহত হয়; ফলে পরিবারের সাথে কথা কমে যায়—তাই অতিথিদের এড়িয়ে চলি।,মাঝারি,"ভাবনাকে ভাবনা হিসেবে লেবেল করুন, প্রতিক্রিয়া বিলম্ব করুন; প্রশ্ন লিখে ফলো-আপে আলোচনা করুন।",Postpartum_depression,intrusive_thoughts_nongraphic
94148,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ক্লাসে প্রেজেন্টেশন শুরুর সময় হঠাৎ মনে হয় সবার সামনে ভয় লাগে—মাথায় আসে কথা আটকে যাবে। এই সময় মুখ গরম লাগে। সারাদিনে বারবার ফিরে আসে। ফলে ক্যারিয়ার টাস্ক বিলম্বিত হয়। পেছনের সিটে বসে থাকি।,তীব্র,"আজ যদি কথা একেবারে না বেরোয়, সাপোর্ট পারসন রাখুন এবং দায়িত্ব ছোট ভাগে নিন; শ্বাস ৪–৬ কৌশল ব্যবহার করুন এবং পেশাদারের সাথে ধাপে ধাপে এক্সপোজার পরিকল্পনা করুন।",Social_anxiety,
76063,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"অকারণে শুরু হয় সকালে অফিসে যাওয়ার আগে একটা ভাবনা ছাড়তে পারি না অনুভব করি—সাধারণত সারাদিনে বারবার ফিরে আসে, তাই দিনের কাজকর্ম ব্যাহত হয়।",মাঝারি,প্রমাণ-ভিত্তিক প্রশ্ন করুন: 'প্রমাণ কী বলে?'—সম্ভাব্য সেরা/সবচেয়ে খারাপ/সবচেয়ে সম্ভাব্য ফল লিখুন।,Generalized_anxiety,
59979,বাইপোলার,"হঠাৎ মনে হয় রাতে একা থাকলে একই দিনে মন উঁচুনিচু হয় অনুভব করি—সাধারণত কয়েক ঘণ্টা পর্যন্ত থাকে, তাই নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়।",তীব্র,মুড দ্রুত ওঠানামা করলে নিরাপত্তাকে অগ্রাধিকার দিন এবং দ্রুত পেশাদারের সাথে যোগাযোগ করুন।,Bipolar,
66686,সোমাটিক সিম্পটম ডিসঅর্ডার,"কোনো কারণ ছাড়াই ভর করে সকালে ঘুম থেকে উঠেই বুক বা পেটে চাপধরানো ব্যথা হয় অনুভব করি—সাধারণত দু-এক ঘণ্টা স্থায়ী হয়, তাই হাঁটাহাঁটি করাও কঠিন লাগে।",হালকা,শরীরকে ধীরে ধীরে নড়াচড়া করান—গ্রেডেড অ্যাক্টিভিটি ব্যথা সহনীয় করতে সাহায্য করে।,Somatic_symptom,
51761,ডিপ্রেশন,"দিনের মধ্যে কয়েকবার টের পাই সকালে ঘুম থেকে উঠেই আনন্দ অনুভব করতে পারি না অনুভব করি—সাধারণত ধীরে ধীরে কমে, তাই কাজে মন বসে না।",মাঝারি,একটি ছোট কার্যক্রম বেছে নিন (গোছগাছ/হালকা কাজ) এবং সম্পন্ন হওয়ার অনুভূতি তৈরি করুন।,Depression,
38496,বাইপোলার,বন্ধুদের সাথে থাকলেও দুপুরে ঘুম পেয়ে যায় এমনভাবে আসে যে নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়; তারপর দিনের বেশিরভাগ সময় ছায়ার মতো ঘোরে।,হালকা,"হালকা অনিদ্রায় বিছানায় কেবল ঘুমের জন্য থাকুন, ঘুম না এলে উঠে শান্ত কাজ করুন।",Bipolar,
72059,ইটিং ডিসঅর্ডার (Eating Disorders),ডিনারের আগে আগের দিনের কথা মনে পড়ে একদিনের ভুলে সব নষ্ট হয়ে গেছে মনে হয়; মাথায় আসে খাওয়ার পর শরীরে পরিবর্তন হবে বলে ভয়—এই সময় বুক ভারী লাগে; সাধারণত দু-এক ঘণ্টা টিকে থাকে; ফলে পরিবার/বন্ধুর সাথে খাওয়া এড়িয়ে চলি; তাই লোকজনের সামনে খেতে সংকোচ বোধ করি।,মাঝারি,খাবারের পর নির্ধারিত ‘ডিস্ট্র্যাকশন’ সময় রাখুন (১০–১৫ মিনিট হাঁটা/পাজল/শ্বাস); সাপোর্টকে জানান।,Eating_disorder,
68305,ফোবিয়া,গাড়ি চালাতে বের হলে কয়েক সেকেন্ডে বেড়ে যায় মার্কেটে চাপাচাপি দেখলে অস্থির—সাথে ঘাম হয়ে যায়—শরীর শান্ত হতে সময় লাগে—ফলে নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়।,হালকা,হালকা অস্বস্তিতে আগে থেকে পরিকল্পনা করে বের হলে নিয়ন্ত্রণ অনুভূত হয়।,Fobia,
55119,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),সকালে রাস্তায় বেরোতেই কেউ কথা বললেই তীব্র হয় লাইভে একবার তাকাল—মনে হলো আমাকেই—এই সময় গলা শুকিয়ে যায়—রাতে ঘুম ব্যাহত হয়—ফলে রুটিন এলোমেলো—অতিরিক্ত ভাবনা হলে শ্বাস ধীরে আনি।,মাঝারি,একাই সিদ্ধান্ত না নিয়ে সাপোর্টেড আলোচনা করুন; উপসর্গ চলতে থাকলে পেশাদারি মূল্যায়ন নিন।,Delusional_love,celebrity_public
75691,প্যানিক অ্যাটাক,আস্তে আস্তে বাড়তে থাকে বৃষ্টি হলে ঘুম ভেঙে যায়; সাধারণত ধীরে ধীরে কমে আসে।,হালকা,শোবার আগে ভারী খাবার এড়িয়ে চলুন এবং শান্ত পরিবেশ তৈরি করুন।,Panic_attack,
24370,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),সিজারের সেলাই টানলে শিশু কাঁদলেই শরীর টানটান হয়ে যায় হাসি কমে গেছে—এই সময় চরম ক্লান্ত লাগে; দু-এক ঘণ্টা টিকে থাকে; ফলে দৈনন্দিন কাজ থেমে যায়—তাই বারবার শিশুকে চেক করি।,হালকা,আজ একবার বাইরে খোলা হাওয়ায় বসে থাকুন।,Postpartum_depression,mood_low_anhedonia
96855,ওসিডি (Obsessive–Compulsive Disorder),রান্নাঘরে কাজ করতে গেলে কয়েক সেকেন্ডেই বেড়ে যায় সবাইকে জিজ্ঞেস করি ঠিক আছে কিনা—একই প্রশ্ন বারবার করি—এই সময় বুক ধড়ফড় করে—কিছুক্ষণ স্থায়ী হয়—ফলে দিনের পরিকল্পনা ভেঙে পড়ে।,মাঝারি,আশ্বাসের সংখ্যা লিখে ট্র্যাক করুন এবং ধীরে কমান।,OCD,
10366,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),বিকেলে ছাদে দাঁড়ালে আস্তে আস্তে বিশ্বাস জন্মায় ক্লাসে প্রশ্ন করলে মনে হয় আলাদা খেয়াল—এই সময় হৃদস্পন্দন বেড়ে যায়—সারাদিনে বারবার ফিরে আসে—ফলে কাজে মন বসে না—মেসেজ পাঠাতে ইচ্ছে হলেও নিজেকে থামাই।,মাঝারি,আনুষ্ঠানিক সীমা মানুন (শুধু কাজের প্রসঙ্গে যোগাযোগ)। চেকিং/খোঁজ নেওয়া সীমিত করুন; রুটিনে ফোকাস করুন।,Delusional_love,colleague_teacher_boss
50024,ডিপ্রেশন,"দিনের মধ্যে কয়েকবার টের পাই রাতে একা ঘরে কাজে মনোযোগ ধরে রাখতে পারি না অনুভব করি—সাধারণত কিছুক্ষণ থাকে, তাই কথা বলতে ইচ্ছে করে না।",মাঝারি,একবারে এক কাজ করুন; কাজের তালিকা ছোট রাখুন।,Depression,
73725,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),ভোরে ডায়াপার বদলাতে গিয়ে থাকলে কান্না আটকাতে পারি না বেশি হয়; পিঠ/ঘাড় টান ধরে অনুভব করি; সারাদিনে বারবার ফিরে আসে; ফলে নিজের যত্ন নেওয়া পিছিয়ে যায়; মাঝে মাঝে ঘুম না হওয়া পর্যন্ত বিছানায় শুয়ে থাকি।,হালকা,পরিচিত কারোর সাথে সংক্ষিপ্ত আলাপ করুন।,Postpartum_depression,crying_spells
56214,প্যানিক অ্যাটাক,কয়েক সেকেন্ডে শুরু হয় রাস্তা দিয়ে হাঁটার সময় শ্বাস আটকে যায়; সাধারণত কিছুক্ষণ স্থায়ী হয়।,হালকা,হালকা শ্বাসকষ্টের সময় প্রতিদিন ৫–১০ মিনিট শ্বাস-প্রশ্বাস অনুশীলন করা উপকারী।,Panic_attack,
52074,সোমাটিক সিম্পটম ডিসঅর্ডার,সকালে ঘুম থেকে উঠেই হাতে-পায়ে টান আর ব্যথা অনুভব হয় এমনভাবে আসে যে স্বাভাবিক কাজকর্ম ব্যাহত হয়; তারপর সারাদিনে বারবার আসে।,মাঝারি,দৈনন্দিন কাজে ব্যথা বাড়লে সময় ভাগ করে বিরতি নিন এবং ভঙ্গি ঠিক রাখুন।,Somatic_symptom,
41300,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),ক্যাফেতে বসে থাকলে হঠাৎ মনে হয় কমেন্টে কিছু শব্দ—আড়াল করে বলল—এই সময় হাত কাঁপে—কিছুক্ষণ স্থায়ী হয়—ফলে কাজে মন বসে না—মেসেজ পাঠাতে ইচ্ছে হলেও নিজেকে থামাই।,হালকা,নিজের কাজে মন দিন; তুলনা/ব্যাখ্যা কমান।,Delusional_love,online_social
67598,ফোবিয়া,বাড়ির সামনে রাস্তা পার হতে গিয়ে কাছে গেলেই ভয় ছড়িয়ে পড়ে মার্কেটে চাপাচাপি দেখলে অস্থির—সাথে বুক ভারী লাগে—শরীর শান্ত হতে সময় লাগে—ফলে নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়—ভিড় দেখলেই ফিরে আসি।,তীব্র,"ভিড়ে আটকে পড়ার ভয় হলে নিরাপদভাবে পাশের খোলা জায়গায় সরে যান, শ্বাস ধীর করুন; নিয়ন্ত্রণে না এলে সহায়তা নিন।",Fobia,
36217,ইটিং ডিসঅর্ডার (Eating Disorders),খাওয়ার পর তীব্র অপরাধবোধ উৎসব/অনুষ্ঠানের দিনে টের পাই—আমি যথেষ্ট নিয়ন্ত্রণে নেই মনে হয়; শরীরে হাঁটলেই দুর্বল লাগে; তারপর সারাদিনে বারবার ফিরে আসে; এতে কাজে মন বসে না; বাধ্য হয়ে খাবার ‘নির্দোষ’ প্রমাণ না হলে এড়িয়ে চলি।,মাঝারি,খাবারের পর নির্ধারিত ‘ডিস্ট্র্যাকশন’ সময় রাখুন (১০–১৫ মিনিট হাঁটা/পাজল/শ্বাস); সাপোর্টকে জানান।,Eating_disorder,
27572,সিজোফ্রেনিয়া,রাতে ঘর নিস্তব্ধ হলে অকারণে মাথায় আসে কিছু শুরু করতে ইচ্ছে হয় না—এই সময় গলা শুকিয়ে যায়—ধীরে ধীরে কমে—ফলে পড়াশোনা থেমে যায়—জানালা/দরজা বারবার দেখি।,মাঝারি,গ্রেডেড অ্যাক্টিভিটি—৫–১০ মিনিট দিয়ে শুরু করে ধীরে সময় বাড়ান; সম্পন্ন হলে টিক দিন।,Schizophrenia,
89577,অতিরিক্ত চিন্তা,"বারবার ফিরে আসে কাজ শেষ করে বিছানায় শুতে গেলে কে কী বলল তা নিয়েই ভাবি মাথায় ঘোরে—সাধারণত প্রায় সারাদিন টেনে নেয়, তাই দিনের পরিকল্পনা ভেঙে পড়ে।",মাঝারি,সামাজিক পরিস্থিতির পরে ৩টি তথ্যভিত্তিক পর্যবেক্ষণ লিখুন—অনুমান নয়।,Overthinking,
67866,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),ক্যাফেতে বসে থাকলে হঠাৎ মনে হয় পুরনো পোস্টে লাইক দিল—নিশ্চয় বার্তা—এই সময় মাথা হালকা লাগে—সারাদিনে বারবার ফিরে আসে—ফলে রুটিন এলোমেলো—চেকিং/খোঁজ নেওয়া কমাতে সময়সীমা রাখি।,হালকা,নিজের কাজে মন দিন; তুলনা/ব্যাখ্যা কমান।,Delusional_love,online_social
59731,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),বাসস্ট্যান্ডে অপেক্ষার সময় কেউ কথা বললেই তীব্র হয় স্টোরিতে একই রঙের ইমেজ—আমার নামের ইঙ্গিত—এই সময় বুক ভারী লাগে—কিছুক্ষণ স্থায়ী হয়—ফলে কাজে মন বসে না—তার পথে যাওয়া এড়িয়ে চলি।,মাঝারি,ফলো/লাইক/কমেন্টের বিকল্প ব্যাখ্যা লিখুন; চেকিং সময় নির্দিষ্ট করুন।,Delusional_love,online_social
29964,অতিরিক্ত চিন্তা,মিটিংয়ের মাঝে থাকলে খারাপ ফলের ছবিই মাথায় আসে বেশি হয়; প্রায় সারাদিন টেনে নেয় এবং মিটিংয়ে কথা বলতে ভয় লাগে।,তীব্র,"শ্বাস ধীরে আনুন, বাস্তবতার তালিকা করুন—কি ঘটছে, কি ঘটছে না—প্রয়োজনে পেশাদারের সাথে কথা বলুন।",Overthinking,
22500,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),"ভোরে ডায়াপার বদলাতে গিয়ে থাকলে সবাই পারছে, আমি না—এমন মনে হয় বেশি হয়; মাথা ভারী হয় অনুভব করি; ধীরে ধীরে কমে; ফলে কাজে মন বসে না; মাঝে মাঝে সহযোগিতা চাইতে সংকোচ বোধ করি।",হালকা,সাপোর্ট চাইতে দ্বিধা করবেন না।,Postpartum_depression,guilt_shame
89354,ডেল্যুশনাল লাভ ডিসঅর্ডার (এরোটোমানিয়া),রাতে সোশ্যাল মিডিয়া স্ক্রল করতে করতে আস্তে আস্তে বিশ্বাস জন্মায় স্টোরিতে একই রঙের ইমেজ—আমার নামের ইঙ্গিত—এই সময় গলা শুকিয়ে যায়—দু-এক ঘণ্টা ঘোরে—ফলে মাথা ভারী লাগে—তার পথে যাওয়া এড়িয়ে চলি।,মাঝারি,রুটিন ও ঘুম ঠিক রাখুন; উপসর্গ চললে পেশাদারি মূল্যায়ন নিন।,Delusional_love,online_social
81811,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"আস্তে আস্তে ভর করে মিটিংয়ের ঠিক আগে কাজে ভুল হবে মনে হয় অনুভব করি—সাধারণত ধীরে ধীরে কমে, তাই কাজে মনোযোগ ভেঙে যায়।",মাঝারি,সমস্যা-সমাধান ধাপ ব্যবহার করুন: সমস্যার সংজ্ঞা → বিকল্প → প্রোস/কনস → পরের ধাপ ঠিক করা।,Generalized_anxiety,
73705,সিজোফ্রেনিয়া,বাজার থেকে ফেরার পথে হঠাৎ মনে হয় নাম ধরে ডাক শোনার মতো লাগে—এই সময় হৃদস্পন্দন বেড়ে যায়—কিছুক্ষণ স্থায়ী হয়—ফলে পরিকল্পনা পাল্টাতে হয়—বাইরে যাওয়া কমিয়ে দিই।,মাঝারি,"ভয়েস এলে গ্রাউন্ডিং ব্যবহার করুন—কক্ষের ৫টি জিনিস চিহ্নিত করুন, নাম বলুন; ফলো-আপে উপসর্গের সময়/ট্রিগার নোট নিয়ে যান।",Schizophrenia,
83337,বাইপোলার,"গাড়ি চালানোর সময় হঠাৎই শুরু হয় একদিকে উত্সাহ, অন্যদিকে অকারণ দুঃখ, আর সেটা কয়েক ঘণ্টা পর্যন্ত থাকে; ফলে নিজেকে নিয়ন্ত্রণে রাখতে কষ্ট হয়।",মাঝারি,মুড ট্র্যাক করতে দৈনিক ছোট নোট রাখুন এবং ঘুম/খাবার রুটিন মেনে চলুন।,Bipolar,
67220,ইটিং ডিসঅর্ডার (Eating Disorders),ভাত/কার্বোহাইড্রেট দেখলেই ভয় ঘুম থেকে উঠেই টের পাই—নিয়ম ভাঙলে সব নষ্ট হয়ে যাবে ভাবি; শরীরে ঠান্ডা লাগে; তারপর দু-এক ঘণ্টা টিকে থাকে; এতে খাওয়া পিছিয়ে দিই; বাধ্য হয়ে লোকজনের সামনে খেতে সংকোচ বোধ করি।,মাঝারি,ওজন/আকৃতি নিয়ে চিন্তা এলে সেটাকে ‘ডিসঅর্ডার থট’ বলে লেবেল করে নির্ধারিত পরিকল্পনা অনুসরণ করুন; প্রশ্ন থাকলে প্রেসক্রাইবার/ডায়েটিশিয়ানের সাথে আলাপ করুন।,Eating_disorder,
79709,ওসিডি (Obsessive–Compulsive Disorder),কাজ শুরু করার ঠিক আগে একবার না হলে মনে শান্তি আসে না জীবাণু লেগে যাবে মনে হয়—স্যানিটাইজার বারবার ব্যবহার করি—এই সময় শ্বাস ছোট হয়ে আসে—কিছুক্ষণ স্থায়ী হয়—ফলে বারবার ফিরে গিয়ে চেক করতে হয়।,মাঝারি,ট্রিগারের তালিকা বানিয়ে সবচেয়ে সহজ থেকে ধাপে ধাপে এক্সপোজার করুন—পেশাদারের পরামর্শে।,OCD,
35556,প্যানিক অ্যাটাক,শ্বাস আটকে যায় বৃষ্টি হলে লক্ষ্য করি—পরে অল্প সময়ের মধ্যে কমে যায়।,তীব্র,"শ্বাস একেবারে আটকে গেলে নিরাপদ জায়গায় বসুন, কাঁধ ঢিলে করে ধীরে নাক দিয়ে শ্বাস নিন এবং মুখ দিয়ে ছাড়ুন। ব্যথা বা অস্বস্তি বাড়লে অবিলম্বে চিকিৎসা সহায়তা নিন।",Panic_attack,
45719,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,ক্যাম্পাসের মাঠ পেরোতে গেলে সামনে লোক দেখলেই শুরু হয় স্লাইড বদলাতে হাত কাঁপে—মাথায় আসে গলা কাঁপবে। এই সময় হাত কাঁপতে থাকে। ইভেন্ট শেষ না হওয়া পর্যন্ত থাকে। ফলে নেটওয়ার্কিং সুযোগ হারাই। আগেই বাক্য মুখস্থ করি।,মাঝারি,শুরুর ২–৩টি বাক্য মুখস্থ রেখে চোখে চোখ রেখে ধীরে বলুন; ধীরে শ্বাস ও বিরতি দিন।,Social_anxiety,
69313,সোশ্যাল অ্যাংজাইটি ডিসঅর্ডার,টিম আলোচনায় বসে অকারণে মাথায় আসে স্লাইড বদলাতে হাত কাঁপে—মাথায় আসে সবার চোখ আমার দিকে। এই সময় মুখ গরম লাগে। সারাদিনে বারবার ফিরে আসে। ফলে আলোচনায় অংশ নিতে পারি না। মোবাইল চেক করি।,তীব্র,"আজ যদি কথা একেবারে না বেরোয়, সাপোর্ট পারসন রাখুন এবং দায়িত্ব ছোট ভাগে নিন; শ্বাস ৪–৬ কৌশল ব্যবহার করুন এবং পেশাদারের সাথে ধাপে ধাপে এক্সপোজার পরিকল্পনা করুন।",Social_anxiety,
14442,প্যানিক অ্যাটাক,চট করে অনুভব করি রাস্তা দিয়ে হাঁটার সময় শ্বাস আটকে যায়; সাধারণত প্রায় ১০ মিনিট থাকে।,মাঝারি,"শ্বাস ছোট হয়ে এলে বক্স ব্রিদিং চেষ্টা করুন—৪ গণনা শ্বাস নিন, ৪ ধরে রাখুন, ৪ এ ছাড়ুন, ৪ বিশ্রাম।",Panic_attack,
63483,ইটিং ডিসঅর্ডার (Eating Disorders),কারণ ছাড়াই মাথায় আসে অফিস ক্যান্টিনে খাওয়ার সময় কন্ট্রোল হারায় স্পষ্ট হয়; মাথা হালকা লাগে লাগে; বেশি হলে ধীরে ধীরে কমে; শেষে কাজে মন বসে না; অনিচ্ছায় ব্যায়াম না করলে অপরাধবোধ হয়।,হালকা,হালকা হলে ধীরে খাওয়া/মনোযোগী খাওয়া অনুশীলন করুন।,Eating_disorder,
79615,অতিরিক্ত চিন্তা,"ভবিষ্যৎ কেমন হবে সেই চিন্তাই মাথা ভরে রাখে অফিসে যাবার ঠিক আগে অনুভব করি, এরপর নিজে থেকেই পরে কমে; এতে পরিবারের সাথে সময় উপভোগ করা কঠিন হয়ে যায়।",তীব্র,শ্বাস ধীরে রেখে পরের ২৪ ঘণ্টার মধ্যে করণীয় ৩টি কাজ ঠিক করুন।,Overthinking,
98106,ডিপ্রেশন,"সকালে ঘুম থেকে উঠেই দিনের মধ্যে কয়েকবার টের পাই নিজেকে ছোট মনে হয়, যা নিজে থেকেই পরে কমে যায়; ফলে পরিবারের সাথে সময় উপভোগ করতে পারি না।",হালকা,নিজের সীমাবদ্ধতা মেনে ছোট লক্ষ্য নিন।,Depression,
14369,প্যানিক অ্যাটাক,"গাড়িতে ওঠার পর হঠাৎ মনে হয় শরীর একধরনের টান ধরে, যা অল্প সময়ের মধ্যে কমে যায়।",হালকা,হালকা আতঙ্কে ধীর শ্বাস ও ডায়েরি লেখা উপকারী।,Panic_attack,
60485,ফোবিয়া,আকাশে মেঘ করলে অকারণে মাথায় আসে দূরে গেলে ফিরতে পারব কিনা ভয়—সাথে মাথা হালকা লাগে—নিজে থেকেই পরে কমে—ফলে যাতায়াত কষ্টকর হয়ে ওঠে—ভিড় দেখলেই ফিরে আসি।,মাঝারি,গ্রাউন্ডিং (৫–৪–৩–২–১) কৌশল ব্যবহার করুন এবং ছোট সময়ের জন্য থাকুন।,Fobia,
63277,সোমাটিক সিম্পটম ডিসঅর্ডার,"দিনের মধ্যে কয়েকবার হয় রাতে একা ঘরে শরীর খুব দুর্বল লাগে অনুভব করি—সাধারণত ধীরে ধীরে কমে, তাই দিনের রুটিন এলোমেলো হয়ে যায়।",হালকা,দিনের শুরুতে অগ্রাধিকারের কাজগুলো আগে করুন।,Somatic_symptom,
61813,জেনারালাইজড অ্যাংজাইটি ডিসঅর্ডার (GAD),"ছোট ঘটনায় রেগে যাই ক্যাম্পাসে ক্লাস শুরুর আগে টের পাই, এরপর সারাদিনে বারবার ফিরে আসে; এতে পরিবারের সাথে সময় উপভোগ করতে পারি না।",মাঝারি,"রাগ উঠলে ১০ মিনিট বিরতি, পানি পান ও হাঁটা সহায়ক; ট্রিগার লিখে রাখুন।",Generalized_anxiety,
55350,পোস্টপার্টাম ডিপ্রেশন (প্রসব-পরবর্তী বিষণ্নতা),দিনভর মন ভারী থাকে ব্রেস্টপাম্প সেটআপ করতে গিয়ে স্পষ্ট হয়ে ওঠে; মাথা ভারী হয়; তারপর দু-এক ঘণ্টা টিকে থাকে; এতে খাওয়া-ঘুমের রুটিন ভেঙে যায়; তাই দায়িত্ব ভাগ না করে সব নিজেই করতে চাই।,মাঝারি,দিনের গুরুত্বপূর্ণ ১–২টি কাজ বেছে সময় বক্স করুন; বাকি কাজ পরে।,Postpartum_depression,mood_low_anhedonia
47619,সোমাটিক সিম্পটম ডিসঅর্ডার,"আস্তে আস্তে শুরু হয় সকালে ঘুম থেকে উঠেই পিঠে ধারালো ধরনের ব্যথা টের পাই অনুভব করি—সাধারণত কিছুক্ষণ থাকে, তাই কাজে মনোযোগ নষ্ট হয়ে যায়।",মাঝারি,দৈনন্দিন কাজে ব্যথা বাড়লে সময় ভাগ করে বিরতি নিন এবং ভঙ্গি ঠিক রাখুন।,Somatic_symptom,
